id;class;avg;sentence;particle;verb;unigrams;all;nounsabs;subjabs;objabs;subjcase;objcase;objanimacy;subjanimacy;casegovernment;advfreq;vfreq;pvfreq
573;literal;1.33;'ajakirjanik korralikult läbi peksma röövel saak langema nii tema raha kui ka pangakaart';läbi;peksma;literal;4.23;7.2;0;7.24;nosubj;gen;yes;0;0;99135;9117;690
574;literal;1.33;'tema ise peksma läbi kolm aasta tagasi';läbi;peksma;literal;3.49;3.56;0;3.27;nosubj;nom;yes;0;0;99135;9117;690
575;literal;1.33;'nooruk peksma tema julmalt läbi ja süütama korter';läbi;peksma;literal;3.99;7.29;6.19;3.27;nom;gen;yes;yes;0;99135;9117;690
576;literal;1.33;'kui linnalaps saatma maa või maalaps linn tekkima kohalik laps esimene vajadus tema läbi peksma';läbi;peksma;literal;3.98;5.79;0;3.27;nosubj;nom;yes;0;0;99135;9117;690
577;literal;1.33;'staabihoone verine diivan jääma lamama rängalt läbi pekstud 62aastane kaitseliitlane valvur';läbi;peksma;non-literal;5.08;7.17;0;0;nosubj;noobj;0;0;0;99135;9117;690
578;literal;1.33;'kord peksma lauri koguni metsikult läbi';läbi;peksma;literal;3.6;7.81;0;7.81;nosubj;nom;yes;0;0;99135;9117;690
579;literal;1.33;'läbinisti positiivne ja tark jack peksma läbi kõik läbinisti paha ja rumal';läbi;peksma;literal;2.59;6.47;6.47;0;nom;nom;yes;yes;0;99135;9117;690
580;literal;1.33;'ärimees nevski ütlema et tema olema ähvardatud ja ajakiri vastane olema tema läbi peksma';läbi;peksma;literal;3.4;5.5;3.22;3.27;nom;gen;yes;yes;0;99135;9117;690
581;literal;1.33;'või siis peksma läbi';läbi;peksma;literal;3.73;0;0;0;nosubj;noobj;0;0;0;99135;9117;690
582;literal;1.33;'ekspeditsioon ülesanne olema läbi uurima ja kaardistama tulevane põhja meretee';läbi;uurima;literal;3.03;4.71;0;6.21;nosubj;nom;no;0;0;99135;41735;486
583;literal;2;'tema kott uurima lennuväli läbi';läbi;uurima;literal;4.53;8.16;0;8.17;nosubj;nom;no;0;0;99135;41735;486
584;literal;1.33;'detailsemalt olema läbi uuritud nelja- ja viiekümnendad aasta';läbi;uurima;non-literal;2.74;3.56;0;3.56;nosubj;nom;no;0;0;99135;41735;486
585;literal;1.67;'siilats arvama ei jõudma mäss ise kogu merepõhi läbi uurima';läbi;uurima;literal;3.38;5.81;2.2;7.93;nom;part;no;yes;0;99135;41735;486
586;literal;2;'angelika olema viimane kroonika kõik läbi uurima ja rääkima ämm missugune pidama olema kleit';läbi;uurima;literal;3.24;6.81;6.51;4.74;nom;nom;no;yes;0;99135;41735;486
587;literal;1.67;'erinevalt aasta algus olema seekord pank põhjalikult läbi uurima';läbi;uurima;literal;2.2;4.12;0;6.52;nosubj;nom;no;0;0;99135;41735;486
588;literal;1.67;'sanders olema uuesti läbi uurima rida vana tekst';läbi;uurima;literal;3.68;6.86;6.05;8.34;nom;gen;no;yes;0;99135;41735;486
589;literal;1.67;'jean ütlema et kõik sooviavaldus katsetus tegemine uurima hoolikalt läbi';läbi;uurima;literal;2.6;3.64;0;3.45;nosubj;nom;no;0;0;99135;41735;486
590;literal;1.67;'pusch kolleeg uurima 150 jalgapllistaadion suurus maa-ala kuni viis meeter sügavus läbi tseesium-magnetomeeter';läbi;uurima;literal;4.55;5.46;6.97;4.61;nom;gen;no;yes;0;99135;41735;486
591;non-literal;3.67;'naine kaja olema läbi kaaluma ka must stsenaarium';läbi;kaaluma;non-literal;3.6;4.75;5.74;2.79;nom;nom;no;yes;0;99135;21242;412
592;non-literal;3.67;'kaaluma läbi poolt ja vastuargument ning punkt kaupa rida seadma';läbi;kaaluma;non-literal;2.69;4.38;0;1.31;nosubj;nom;no;0;0;99135;21242;412
593;non-literal;3.67;'et suvi lõpp rahakott tuul ei vilistama tasuma materiaalne võimalus kindlasti läbi kaaluma';läbi;kaaluma;non-literal;2.93;4.58;0;1.01;nosubj;nom;no;0;0;99135;21242;412
594;non-literal;3.67;'õigupoolest tahtma harakas see vargus kõik moraalne asjaolu ja ebaõnnestumine võimalik tagajärg enne tegu põhjalikult läbi kaaluma';läbi;kaaluma;non-literal;2.03;2.96;7.37;1.71;nom;nom;no;yes;0;99135;21242;412
595;non-literal;3.67;'järelikult olema aven kõik hoolikalt läbi kaaluma ja valmis riskima';läbi;kaaluma;non-literal;1.76;3.88;3.88;2.09;nom;nom;no;yes;0;99135;21242;412
596;non-literal;3.67;'olema kõik sõna täpselt läbi kaaluma mitte taotlema kirju põnevus';läbi;kaaluma;non-literal;2;2.97;1.91;4.24;nom;nom;no;yes;0;99135;21242;412
597;non-literal;3.67;'ja et iga samm olema mõte pikalt ja põhjalikult läbi kaaluma et pidama tegutsema ka spontaanselt';läbi;kaaluma;non-literal;1.9;3.43;0;5.59;nosubj;part;no;0;0;99135;21242;412
598;non-literal;3.33;'uus omanik on töötaja lahtilaskmine hoolikalt läbi kaaluma ja ette valmistama';läbi;kaaluma;non-literal;2.82;5.23;6.41;2.87;nom;gen;no;yes;0;99135;21242;412
599;non-literal;3.67;'just tema võima olema see kõige objektiivsem ajalookäsitus kõrgelt nägema ja riigivisiit vaheaeg mererand läbi kaaluma';läbi;kaaluma;non-literal;2.5;4.47;0;0;nosubj;noobj;0;0;0;99135;21242;412
601;non-literal;3;'poliitiline noorus tulema läbi tungima haigus mis teatav iga omane';läbi;tungima;non-literal;2.32;2.84;0;0;nosubj;noobj;0;0;el;99135;9466;205
602;literal;0;'iga aasta tungima maa atmosfäär läbi ja plahvatama umbes 30 asteroid';läbi;tungima;non-literal;4.09;5.32;7.88;0;nom;noobj;0;no;el;99135;9466;205
603;non-literal;4.33;'tulema ignoreerima pildipealkiri pidurdav jutustuslikkus ning tema otsejoones läbi tungima';läbi;tungima;non-literal;2.61;3.27;0;0;nosubj;noobj;0;0;el;99135;9466;205
604;non-literal;4.33;'minevik tungima läbi näiliselt vähetähtis detail toidueelistus rõivavalik';läbi;tungima;non-literal;2.49;2.96;1.26;0;nom;noobj;0;no;in;99135;9466;205
606;literal;0;'kohtunik sakutama võrk ega siit litter läbi lendama';läbi;lendama;non-literal;4.64;6.7;8.15;0;nom;noobj;0;no;abl;99135;22399;166
608;non-literal;4;'karemäe ei laskma tujul langeda: noh läbi lendama';läbi;lendama;literal;3.32;4.5;1.91;0;nom;noobj;0;yes;0;99135;22399;166
609;non-literal;3.67;'ja järgmine kord lendama klient juba läbi kuskilt mujalt';läbi;lendama;non-literal;2.96;4.45;6.67;0;nom;noobj;0;yes;abl;99135;22399;166
610;literal;1;'tema olema see pool maailm läbi lendama';läbi;lendama;non-literal;4.34;7.19;3.27;0;nom;noobj;0;yes;0;99135;22399;166
611;non-literal;5;'see intrigeeriv mõtteke olema raamat koostaja pea tõepoolest korraks läbi lendama';läbi;lendama;non-literal;3.71;5.99;1.43;0;nom;noobj;0;no;el;99135;22399;166
612;literal;0.33;'lennujaam valgustama nüüd läbi ka kõik lennureis linn suunduma inimene pagas';läbi;valgustama;non-literal;4.65;7.23;0;7.45;nosubj;nom;no;0;0;99135;4347;134
613;literal;0.33;'mina ju ei saama see röntgenkiir läbi valgustama';läbi;valgustama;literal;2.19;6.43;1.91;2.13;nom;part;no;yes;0;99135;4347;134
614;non-literal;4.33;'etendus käigus valgustama läbi ka kare kuluma idee';läbi;valgustama;literal;3.22;4.71;0;2.78;nosubj;nom;no;0;0;99135;4347;134
615;non-literal;4.33;'festival idee olema läbi valgustama erinev maa rahvusvähemus probleem';läbi;valgustama;literal;2.99;3.98;0;2.19;nosubj;part;no;0;0;99135;4347;134
616;literal;0.33;'tülikas küsimus ei esitama kuid kaasasolev kott valgustama läbi';läbi;valgustama;non-literal;2.58;5.35;0;8.17;nosubj;nom;no;0;0;99135;4347;134
618;literal;0.33;'väljumine viibima 45 minut sest turvateenistus olema veel 100 kohver läbi valgustama';läbi;valgustama;non-literal;3.64;6.13;0;8.22;nosubj;part;no;0;0;99135;4347;134
619;literal;0;'aga mina olema paber et vesi sadama läbi';läbi;sadama;non-literal;3.97;8.7;8.26;0;nom;noobj;0;no;0;99135;9059;135
620;literal;0;'katus olema halb seisukord ja tõenäoliselt sadama mitu koht läbi';läbi;sadama;non-literal;3.31;5.02;0;0;nosubj;noobj;0;0;0;99135;9059;135
622;literal;0;'juba esimene vihm sadama katus rahulikult läbi';läbi;sadama;non-literal;4.27;8.07;7.82;0;nom;noobj;0;no;0;99135;9059;135
623;literal;0;'öösel ikka jälle läbi sadama';läbi;sadama;non-literal;3.71;0;0;0;nosubj;noobj;0;0;0;99135;9059;135
624;literal;0;'ka mina sadas läbi kui me neljas korruss peale ehitama';läbi;sadama;non-literal;3.79;8.29;0;0;nosubj;noobj;0;0;0;99135;9059;135
625;non-literal;4;'laenatud varustus kippuma aga ülikiiresti läbi kuluma';läbi;kuluma;non-literal;2.46;5.7;5.7;0;nom;noobj;0;no;0;99135;31463;96
626;non-literal;4.33;'enamasti olema kõik nõus ja tüdruk kuluma kiiresti läbi';läbi;kuluma;non-literal;2.11;7.36;7.36;0;nom;noobj;0;yes;0;99135;31463;96
627;non-literal;4.33;'esimene paar kuluma läbi ikka see pidev perekonnavalss kolmas päev';läbi;kuluma;non-literal;3.55;5.91;6.53;0;nom;noobj;0;no;0;99135;31463;96
628;non-literal;4.33;'peagi on vene-aegne arstimasin läbi kuluma ja maja nagu vana lääpa-tallatud king';läbi;kuluma;non-literal;3.67;8.61;0;0;nom;noobj;0;no;0;99135;31463;96
629;non-literal;4;'pealegi näitama kogemus et plastmass ja roostevaba tersas hari kuluma läbi juba mõni nädal';läbi;kuluma;non-literal;3.58;6.03;8.12;0;nom;noobj;0;no;0;99135;31463;96
630;non-literal;3.67;'see tundma võima pinge kuhjuma närv läbi kuluma';läbi;kuluma;non-literal;2.44;3.33;5.03;0;nom;noobj;0;no;0;99135;31463;96
631;non-literal;5;'või kuluma see tema pea läbi';läbi;kuluma;non-literal;3.92;8.42;2.13;0;nom;noobj;0;no;0;99135;31463;96
632;literal;1.33;'riigiametnik ei saama tegema otsus kui kiiresti mina põlevkivi läbi põletama';läbi;põletama;non-literal;2.9;5.4;1.91;7.37;nom;gen;no;yes;0;99135;4703;88
633;non-literal;5;'kodumäng vastutus põletama läbi';läbi;põletama;literal;3.54;3.72;0.9;0;nom;noobj;0;no;0;99135;4703;88
634;non-literal;5;'noor põletama ise läbi sest tahtma liiga palju';läbi;põletama;non-literal;2.47;0;1.91;1.58;nom;part;yes;yes;0;99135;4703;88
635;literal;1;'üks punkt fokusseerima päikesekiir võima läbi põletama isegi lnbd tuuner ühendav koaksiaalkaabel';läbi;põletama;non-literal;4.1;6.81;7.91;0;nom;gen;no;no;0;99135;4703;88
636;non-literal;5;'saade eelnema kooskõlastamiskoosolek pikk vestlus juhtkond ning press kuumutama kirg olema ilmselt temperamentne saatejuht kergelt läbi põletama';läbi;põletama;non-literal;3.1;3.96;3.29;7.4;nom;gen;yes;no;0;99135;4703;88
637;non-literal;5;'üks ala arendama organiseeritult ja läbimõeldult teine olema lihtsalt läbi põletama';läbi;põletama;non-literal;2.82;4.87;0;4.49;nosubj;nom;no;0;0;99135;4703;88
639;non-literal;5;'soorituskeskne elulaad põletama eesti mees kiiresti läbi';läbi;põletama;non-literal;3.19;4.87;1.42;7.31;nom;nom;yes;no;0;99135;4703;88
640;literal;1.67;'avastus põnevil ruttama meeskond tagasi et läbi tuhnima akadeemiline allikas';läbi;tuhnima;literal;2.74;4.35;6.08;4.21;nom;nom;no;yes;0;99135;610;42
641;literal;1.67;'raamaturiiul tuhnima uuesti läbi';läbi;tuhnima;literal;3.65;8.71;0;8.71;nosubj;nom;no;0;0;99135;610;42
642;literal;1.67;'tuhnima rida-rida läbi sada mobiiltelefon kõneeristus lehekülg';läbi;tuhnima;literal;5.18;7.8;1.91;8.37;nom;gen;no;yes;0;99135;610;42
643;literal;1.67;'korter olema läbi tuhnima ilmselt olema sealt miski otsima';läbi;tuhnima;literal;2.16;8.4;0;8.4;nosubj;nom;no;0;0;99135;610;42
644;literal;1.67;'nägema selgelt kuidas sina postkast uuesti avana ja iga viimane kui nurgake läbi tuhnima';läbi;tuhnima;literal;2.71;7.67;3.02;6.99;nom;gen;no;yes;0;99135;610;42
645;literal;1.67;'sina jooksma linn peale röövima ajaleheputka tuhnima leht sealsamas läbi ja loopima pettunult laiali';läbi;tuhnima;literal;4.4;7.84;3.02;7.94;nom;nom;no;yes;0;99135;610;42
646;non-literal;4.67;'vene filmikunst võima mõni aeg mööduma täielikult välja surema kui ei viima läbi ümberkorraldus';läbi;viima;non-literal;2.48;3.47;0;2.31;nosubj;part;no;0;0;99135;126962;14144
647;non-literal;4.67;'selline suurejooneline ehitis suutma läbi viima vaid rikas pank ja kindlustusselts';läbi;viima;non-literal;2.64;5.73;6.52;6.34;nom;part;no;yes;0;99135;126962;14144
648;literal;0.33;'tee viima aga läbi masendus mülgas';läbi;viima;non-literal;2.38;3.24;3.38;0;nom;noobj;0;no;el;99135;126962;14144
649;non-literal;4.67;'kohalik omavalitsus vahetumine olema nii uus ja kuum teema et ajendama mina koos kursusekaaslane läbi viima omalaadne katse';läbi;viima;non-literal;2.89;4.24;0;4.83;nosubj;part;no;0;0;99135;126962;14144
650;non-literal;4.67;'see organisatsioon olema iga maja oma majavanem kes viima läbi propaganda';läbi;viima;non-literal;3.07;5.37;1.42;2.1;nom;part;no;yes;0;99135;126962;14144
651;non-literal;4.67;'olema näitlema lavastama korraldama juhtima ja läbi viima igasugune asi';läbi;viima;non-literal;2.65;3.59;1.91;3.59;nom;part;no;yes;0;99135;126962;14144
652;non-literal;4.67;'moller international tutvustama äsja esimene lendauto terviklahendus mis viima läbi ametlik katsetus';läbi;viima;non-literal;2.87;4.35;0;3.66;nosubj;nom;no;0;0;99135;126962;14144
653;non-literal;4.67;'vajadus kõik etapp ise läbi viima tekitama aga hoopis ajapuudus';läbi;viima;non-literal;2.07;2.63;0;5.01;nosubj;nom;no;0;0;99135;126962;14144
654;non-literal;4.67;'varasuvi vahistama politsei marko laimre kes harju mägi parasjagu olema läbi viima taies';läbi;viima;non-literal;4.23;6.34;1.42;7.25;nom;part;no;yes;0;99135;126962;14144
666;non-literal;4;'ent tema olema pidama tähtsam toimetus sund sportimistahe maha suruma';maha;suruma;non-literal;2.96;7.1;3.27;1.24;nom;part;no;yes;0;80310;14991;1423
667;non-literal;4;'tablett suruma maha rasedus vajalik hormoon progesteroon';maha;suruma;non-literal;5.09;6.27;7.33;5.88;nom;part;no;no;0;80310;14991;1423
668;literal;0;'holland turniir suruma tema lausa jõud kõik konkurent maha';maha;suruma;non-literal;3.62;3.98;3.27;2.84;nom;nom;yes;yes;0;80310;14991;1423
669;non-literal;4.33;'peruu armee suruma maha 50 sõjaväelane mäss ning vahistama see enamus';maha;suruma;non-literal;4.55;5.45;7.54;2.2;nom;gen;no;yes;0;80310;14991;1423
670;non-literal;3.67;'sellal kui õde oma peigmees armatsema suruma vaene violet nuukse maha';maha;suruma;non-literal;4.7;6.09;5.92;4.05;nom;part;no;yes;0;80310;14991;1423
671;non-literal;4;'võitja tunnistama jahimees kes suutma üha uus vahva loom nägema tulistamissoov maha suruma';maha;suruma;non-literal;3.14;5.54;1.42;0;nom;part;no;yes;0;80310;14991;1423
672;non-literal;4;'mõni suutma oma isiklik mina maha suruma esikoht seadma suurem ajalooline ülesanne';maha;suruma;non-literal;2.5;2.34;0;1.91;nosubj;part;no;0;0;80310;14991;1423
673;non-literal;3.67;'euroopa võtma eeskuju ameerika ühendriik profisport kus meediatööstus olema tugevalt jalg maha suruma';maha;suruma;non-literal;3.33;3.82;1.42;7.49;nom;gen;no;no;0;80310;14991;1423
674;non-literal;4;'suur penetraator olema aga mitte lihtsalt bioloogiline mees vaid reklaam mis isiksus maha suruma see alandama ja orjastama';maha;suruma;non-literal;2.55;4.39;4;1.87;nom;gen;no;no;0;80310;14991;1423
675;non-literal;4;'leheomanik käituma ratsionaalne ja suruma oma ego maha';maha;suruma;non-literal;2.4;2.05;2.75;1.35;nom;gen;no;yes;0;80310;14991;1423
676;non-literal;4;'ameerika president pidama moodustama rahvusvaheline koalitsioon kes asuma ülemaailmne terrorism maha suruma';maha;suruma;non-literal;3.32;4.39;1.42;2.62;nom;part;no;yes;0;80310;14991;1423
677;literal;1.33;'öö vastu teisipäev põlema tartu maha aavo pikkuus kauplusladu aadress kroonuaia 70';maha;põlema;literal;5.72;6.25;8.09;0;nom;noobj;0;no;0;80310;16759;1156
678;literal;1.33;'tuli olema juba hävima 9700 hektar mets ja võsa maha olema põlema vähemalt kümme elamu';maha;põlema;literal;4.67;7.49;7.29;0;nom;noobj;0;no;0;80310;16759;1156
679;literal;1.33;'neljapäev hommik lahvatama saaremaa leek viielapseline pere elamu ja põlema säraküünal maa maha';maha;põlema;literal;5.91;6.32;7.29;0;nom;noobj;0;no;0;80310;16759;1156
680;literal;1.33;'maja olukord kohta ütlema mina tema olema võima lihtsalt maha põlema';maha;põlema;literal;3.54;3.91;3.27;0;nom;noobj;0;no;0;80310;16759;1156
681;literal;1.33;'tema tulema meel ainult üks kaks aasta tagune juhtum kus auto põlema maha paldiski maantee';maha;põlema;literal;4.36;4.8;9.8;0;nom;noobj;0;no;0;80310;16759;1156
682;literal;1.33;'see sajand avalöök toimuma 1901 aasta mil inimohver tulekahju põlema maha kollane ahv';maha;põlema;literal;4.7;4.8;8.62;0;nom;noobj;0;no;0;80310;16759;1156
683;literal;1.33;'kaks kuu pärast plahvatus poes lasti õhku ja põlema plahvatus tagajärg maha ka tema vana tüüp mercedes';maha;põlema;literal;4.83;5.69;7.76;0;nom;noobj;0;no;0;80310;16759;1156
684;literal;1.33;'petseri põlema maha tervelt 212 maja mis olema kolmandik linn hoone';maha;põlema;literal;4.76;7.31;8.81;0;nom;noobj;0;no;0;80310;16759;1156
685;literal;1.33;'juuli algus põlema osa BMW tehas maa maha';maha;põlema;literal;5.18;4.93;1.9;0;nom;noobj;0;no;0;80310;16759;1156
686;non-literal;3.67;'ainuüksi nõukogu päritolu tõmbama hind mitu protsent maha';maha;tõmbama;non-literal;3.48;3.43;1.59;2.9;nom;nom;no;no;0;80310;30634;1060
687;non-literal;4.33;'kui sina naine helistama mina ja teatama sina surm tõmbame me sina nimekiri maha';maha;tõmbama;literal;3.59;6.1;1.91;3.02;nom;part;yes;yes;el;80310;30634;1060
688;literal;0.33;'vaatama et keegi kantselei ei olema ning tõmbama sein vallarahvas vaatamine panema valimisnimekiri maha';maha;tõmbama;non-literal;4.17;5.95;1.91;5.82;nom;nom;no;yes;abl;80310;30634;1060
689;literal;1.33;'rootslane tõmbama oma puitagul maha ja nüüd tulema siia manitsema et ära sina lammutama';maha;tõmbama;non-literal;2.74;6.6;6.6;0;nom;nom;no;yes;0;80310;30634;1060
690;literal;0;'tüdruk tõmbama tema põrand maha otse kamin äärde';maha;tõmbama;non-literal;5.43;8.14;7.36;3.27;nom;gen;yes;yes;all;80310;30634;1060
691;non-literal;3.67;'no ja kui perenaine hirmus jutu peale juba minestama hakkama tõmbama sulane hoog maha';maha;tõmbama;non-literal;3.26;5.49;7.19;4.29;nom;gen;no;yes;0;80310;30634;1060
692;non-literal;4;'tema vaatama läbi mingi dokument ja tõmbama aeg-ajalt punane pliiats miski maha';maha;tõmbama;literal;3.8;7.93;3.27;1.41;nom;part;no;yes;0;80310;30634;1060
693;non-literal;3.67;'seis olema ikka nii hull et hakkama palk maha tõmbama';maha;tõmbama;non-literal;2.24;2.53;1.91;3.09;nom;part;no;yes;0;80310;30634;1060
694;literal;1.67;'idapool tõmmati 1960s aasta lustgarten vastas maha hohenzollern kuningapalee vare ja ehitama asemele suur palast der republik';maha;tõmbama;non-literal;4.18;5.36;0;7.71;nosubj;nom;no;0;0;80310;30634;1060
695;non-literal;4.33;'kuukaart tulema kulu kohe maha tõmbama';maha;tõmbama;non-literal;4.07;5.42;0;7.79;nosubj;nom;no;0;0;80310;30634;1060
696;non-literal;4.67;'tegelikult lubama wimps oma homovastane sõna maha tõmbama';maha;tõmbama;non-literal;3.09;4.24;0;4.24;nom;gen;no;yes;0;80310;30634;1060
697;literal;1;'206cc ümber korraldama kõva tants ja trall ning lõpuks tõmbama maha ka pisike sportauto kattev lina';maha;tõmbama;non-literal;3.96;6.48;0;8.24;nosubj;nom;no;0;0;80310;30634;1060
698;literal;2;'minema auto maha ja kohe tulema punane ülikond mees';maha;minema;non-literal;5.3;8.54;1.91;0;nom;noobj;0;yes;el;80310;395921;1053
699;non-literal;4;'esimene osa tegema ka paar näpuviga ja see minema oma paarkümmend punkt maha';maha;minema;non-literal;3.28;3.81;5.3;0;nom;noobj;0;no;0;80310;395921;1053
700;non-literal;4;'olema varem haige olema kuid sotsmaks minema iga palk järjekindlalt maha';maha;minema;non-literal;2.53;3.01;2.94;0;nom;noobj;0;no;el;80310;395921;1053
701;literal;1;'ka dušš all käima tema nii et tilk vett maha ei minema';maha;minema;non-literal;4.19;7.63;8.26;0;part;noobj;0;no;0;80310;395921;1053
702;literal;1;'direktor lööma käsi nii et kohv loksuma aga maha ka ei minema';maha;minema;non-literal;4.4;7.7;0;0;nosubj;noobj;0;0;0;80310;395921;1053
705;non-literal;4;'tema maksma 1.80-1.90 mis minema maha veel 30-40 sent veotasu';maha;minema;non-literal;3.6;5.35;3.68;0;nom;noobj;0;no;el;80310;395921;1053
706;non-literal;4;'sealt minema maks maha';maha;minema;non-literal;4.18;6.19;6.19;0;nom;noobj;0;no;abl;80310;395921;1053
